城市,名称,上牌时间,品牌,表显里程,排量,变速箱,原价,售价,排放标准,过户次数,使用性质,产权性质,看车方式,异常点,车长/宽/高,轴距,行李箱容积,整备质量,进气形式,气缸数,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驱车制动类型,前轮胎规格,后轮胎规格,abs,esp,定速巡航,gps,倒车雷达,倒车影像系统
石家,丰田 卡罗拉 2019款 双擎 1.8L E-CVT GL-i精英版,2019,丰田,6.41万公里,1.8L,自动,15.61万,13.58万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4635/1780/1455,2700,470,1420,自然吸气,4缸,98,142,油电混合,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,E型多连杆式独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,标配
石家,丰田 卡罗拉 2019款 双擎 1.8L E-CVT GL-i精英版,2019,丰田,6.41万公里,1.8L,自动,15.61万,13.58万,国六,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4635/1780/1455,2700,470,1420,自然吸气,4缸,98,142,油电混合,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,E型多连杆式独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,标配
昆明,起亚KX CROSS 2017款 1.4L AT GLS,2017,起亚KX,2.61万公里,1.4L,自动,9.32万,6.98万,国五,1次过户,非运营使用性质,公转私产权性质,到店服务看车方式,6,4240/1750/1505,2600,-,1145,自然吸气,4缸,100,132.4,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/55 R16,195/55 R16,标配,标配,-,标配,标配,标配
太原,哈弗H6 2012款 1.5T 手动两驱尊贵型,2012,哈弗H6,13.78万公里,1.5T,手动,13.00万,3.50万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,44,4640/1825/1690,2680,808-2010,1541,涡轮增压,4缸,150,210,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,手刹,225/65 R17,225/65 R17,标配,-,标配,标配,标配,-
运城,大众 途观 2015款 2.0TSI 自动四驱舒适视野版,2015,大众,8.06万公里,2.0T,自动,28.74万,12.65万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4506/1809/1685,2684,400-1530,1720,涡轮增压,4缸,200,280,汽油,95号,直喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,235/55 R17,235/55 R17,标配,标配,标配,标配,标配,标配
包头,中华 骏捷FRV 2010款 1.3L 手动舒适型,2010,中华,6.59万公里,1.3L,手动,6.22万,1.48万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,36,4210/1755/1460,2580,314,1210,自然吸气,4缸,88,120,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,手刹,195/65 R15,195/65 R15,标配,-,-,标配,-,-
苏州,三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,2016,三菱,10.6万公里,2.4L,自动,20.60万,12.18万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,11,4705/1810/1680,2670,-,1585,自然吸气,4缸,192,235,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/55 R18,225/55 R18,标配,标配,标配,标配,标配,标配
苏州,三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,2016,三菱,10.6万公里,2.4L,自动,20.60万,12.18万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,11,4705/1810/1680,2670,-,1585,自然吸气,4缸,192,235,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/55 R18,225/55 R18,标配,标配,标配,标配,标配,标配
苏州,三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,2016,三菱,10.6万公里,2.4L,自动,20.60万,12.18万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,11,4705/1810/1680,2670,-,1585,自然吸气,4缸,192,235,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/55 R18,225/55 R18,标配,标配,标配,标配,标配,标配
苏州,三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,2016,三菱,10.6万公里,2.4L,自动,20.60万,12.18万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,11,4705/1810/1680,2670,-,1585,自然吸气,4缸,192,235,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/55 R18,225/55 R18,标配,标配,标配,标配,标配,标配
苏州,三菱 欧蓝德 2016款 2.4L 四驱精英版 5座,2016,三菱,10.6万公里,2.4L,自动,20.60万,12.18万,国五,0次过户,非运营使用性质,公户产权性质,到店服务看车方式,11,4705/1810/1680,2670,-,1585,自然吸气,4缸,192,235,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,225/55 R18,225/55 R18,标配,标配,标配,标配,标配,标配
运城,现代 朗动 2012款 1.6L 手动领先型,2012,现代,3.62万公里,1.6L,手动,12.57万,5.40万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,23,4570/1775/1445,2700,473,1233,自然吸气,4缸,128,156,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,-,-,标配,标配,标配
惠州,奔驰E级 2014款 E 200 轿跑版(进口),2014,奔驰E级,2.64万公里,2.0T,自动,57.53万,27.18万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,32,4703/1786/1395,2760,450,-,涡轮增压,4缸,184,300,汽油,95号,直喷,前置后驱,电子液压助力,四连杆独立悬架,多连杆独立悬架,通风盘式,通风盘式,脚刹,235/40 R18,255/35 R18,标配,标配,标配,标配,标配,-
连云,福特 福克斯 2012款 两厢 1.6L 自动舒适型,2012,福特,7.1万公里,1.6L,自动,14.21万,4.60万,国四,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4368/1823/1483,2648,356,1337,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
连云,福特 福克斯 2012款 两厢 1.6L 自动舒适型,2012,福特,7.1万公里,1.6L,自动,14.21万,4.60万,国四,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4368/1823/1483,2648,356,1337,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
连云,福特 福克斯 2012款 两厢 1.6L 自动舒适型,2012,福特,7.1万公里,1.6L,自动,14.21万,4.60万,国四,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4368/1823/1483,2648,356,1337,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
连云,福特 福克斯 2012款 两厢 1.6L 自动舒适型,2012,福特,7.1万公里,1.6L,自动,14.21万,4.60万,国四,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4368/1823/1483,2648,356,1337,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
连云,福特 福克斯 2012款 两厢 1.6L 自动舒适型,2012,福特,7.1万公里,1.6L,自动,14.21万,4.60万,国四,4次过户,非运营使用性质,私户产权性质,到店服务看车方式,28,4368/1823/1483,2648,356,1337,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
运城,大众 桑塔纳 2016款 1.4L 手动风尚版,2016,大众,2.93万公里,1.4L,手动,9.22万,4.90万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,12,4475/1706/1469,2603,466,1115,自然吸气,4缸,90,132,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,手刹,175/70 R14,175/70 R14,标配,-,-,标配,标配,-
厦门,吉利 帝豪 2018款 1.5L 手动向上互联版,2018,吉利,2.36万公里,1.5L,手动,8.77万,4.98万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,2,4632/1789/1470,2650,680,1250,自然吸气,4缸,109,140,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,-,标配,标配,标配
长治,众泰T600 2015款 1.5T 手动尊贵型,2015,众泰T600,4.28万公里,1.5T,手动,10.72万,3.78万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4631/1893/1694,2807,344,1541,涡轮增压,4缸,162,215,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,235/65 R17,235/65 R17,标配,-,-,标配,标配,标配
长沙,别克 凯越 2015款 1.5L 自动经典型,2015,别克,5.68万公里,1.5L,自动,9.98万,4.88万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4515/1725/1445,2600,405,1230,自然吸气,4缸,113,141,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,185/65 R14,185/65 R14,标配,-,-,标配,标配,-
长沙,别克 凯越 2015款 1.5L 自动经典型,2015,别克,5.68万公里,1.5L,自动,9.98万,4.88万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,13,4515/1725/1445,2600,405,1230,自然吸气,4缸,113,141,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,手刹,185/65 R14,185/65 R14,标配,-,-,标配,标配,-
合肥,大众 朗逸 2018款 280TSI DSG舒适版 国V,2018,大众,2.33万公里,1.4T,自动,15.95万,11.50万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,4,4670/1806/1474,2688,510,1318,涡轮增压,4缸,150,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
合肥,大众 朗逸 2018款 280TSI DSG舒适版 国V,2018,大众,2.33万公里,1.4T,自动,15.95万,11.50万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,4,4670/1806/1474,2688,510,1318,涡轮增压,4缸,150,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,电子驻车,205/55 R16,205/55 R16,标配,标配,-,标配,标配,-
常州,起亚K4 2014款 1.8L 自动GLS,2014,起亚K4,4.05万公里,1.8L,自动,16.15万,7.88万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,18,4720/1815/1465,2770,525,1395,自然吸气,4缸,143,176,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,205/60 R16,205/60 R16,标配,-,-,标配,标配,标配
郑州,大众 迈腾 2015款 1.8TSI 领先型,2015,大众,9.22万公里,1.8T,自动,23.86万,11.35万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,18,4865/1820/1475,2812,565,1545,涡轮增压,4缸,160,250,汽油,95号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,215/55 R16,215/55 R16,标配,标配,标配,标配,标配,-
烟台,福特 福克斯 2012款 三厢 1.6L 自动风尚型,2012,福特,6.58万公里,1.6L,自动,15.62万,5.50万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,4534/1823/1483,2648,530,1338,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
烟台,福特 福克斯 2012款 三厢 1.6L 自动风尚型,2012,福特,6.58万公里,1.6L,自动,15.62万,5.50万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,0,4534/1823/1483,2648,530,1338,自然吸气,4缸,125,159,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,205/60 R16,205/60 R16,标配,标配,-,标配,标配,-
郑州,丰田 卡罗拉 2017款 改款 1.2T S-CVT GL-i,2017,丰田,2.3万公里,1.2T,自动,13.87万,10.98万,国五,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,2,4620/1775/1480,2700,452,1315,涡轮增压,4缸,116,185,汽油,92号,直喷,前置前驱,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,手刹,195/65 R15,195/65 R15,标配,标配,-,标配,标配,-
成都,别克 英朗 2018款 15T 双离合精英型 国V,2018,别克,6.21万公里,1.0T,自动,13.77万,6.38万,国五,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,21,4609/1798/1486,2640,-,1240,涡轮增压,3缸,125,170,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆式独立悬架,通风盘式,盘式,手刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
北京,福特 探险者 2013款 3.5L 尊享型(进口),2013,福特,8.45万公里,3.5L,自动,54.25万,19.80万,国四,1次过户,非运营使用性质,私户产权性质,到店服务看车方式,5,5006/2005/1743,2860,-,2211,自然吸气,6缸,291,354,汽油,92号,多点电喷,前置四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,脚刹,255/50 R20,255/50 R20,标配,标配,标配,标配,标配,-
无锡,雪佛兰 迈锐宝 2012款 2.0L 自动舒适版,2012,雪佛兰,8.77万公里,2.0L,自动,18.44万,6.20万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,37,4869/1854/1472,2737,544,1565,自然吸气,4缸,147,190,汽油,92号,多点电喷,前置前驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,电子驻车,225/55 R17,225/55 R17,标配,-,-,标配,标配,-
潍坊,奥迪Q7 2012款 3.0 TFSI 技术型(200kW)(进口),2012,奥迪Q7,10.08万公里,3.0T,自动,95.63万,24.80万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,5089/1983/1737,3013,775-2035,2295,机械增压,6缸,272,400,汽油,95号,直喷,前置四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,脚刹,255/55 R18,255/55 R18,标配,标配,标配,标配,标配,标配
潍坊,奥迪Q7 2012款 3.0 TFSI 技术型(200kW)(进口),2012,奥迪Q7,10.08万公里,3.0T,自动,95.63万,24.80万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,5089/1983/1737,3013,775-2035,2295,机械增压,6缸,272,400,汽油,95号,直喷,前置四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,脚刹,255/55 R18,255/55 R18,标配,标配,标配,标配,标配,标配
潍坊,奥迪Q7 2012款 3.0 TFSI 技术型(200kW)(进口),2012,奥迪Q7,10.08万公里,3.0T,自动,95.63万,24.80万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,19,5089/1983/1737,3013,775-2035,2295,机械增压,6缸,272,400,汽油,95号,直喷,前置四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,脚刹,255/55 R18,255/55 R18,标配,标配,标配,标配,标配,标配
武汉,奔驰C级 2011款 C 180K 经典型,2011,奔驰C级,10.6万公里,1.6T,自动,33.43万,11.30万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,27,4591/1770/1444,2760,475,1545,机械增压,4缸,156,230,汽油,95号,多点电喷,前置后驱,电子液压助力,三连杆式悬架,多连杆独立悬架,通风盘式,盘式,脚刹,205/55 R16,205/55 R16,标配,标配,标配,标配,标配,-
邯郸,现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV,2013,现代ix35,6.57万公里,2.0L,自动,19.95万,7.40万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,30,4420/1820/1660,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/70 R16,215/70 R16,标配,-,-,标配,标配,-
邯郸,现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV,2013,现代ix35,6.57万公里,2.0L,自动,19.95万,7.40万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,30,4420/1820/1660,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/70 R16,215/70 R16,标配,-,-,标配,标配,-
邯郸,现代ix35 2013款 2.0L 自动两驱舒适型GL 国IV,2013,现代ix35,6.57万公里,2.0L,自动,19.95万,7.40万,国四,0次过户,非运营使用性质,私户产权性质,到店服务看车方式,30,4420/1820/1660,2640,465-1436,1423,自然吸气,4缸,165,199,汽油,92号,多点电喷,前置前驱,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,手刹,215/70 R16,215/70 R16,标配,-,-,标配,标配,-
